text,response
Just updated my profile...Much has changed since college!,extraversion
Just updated my profile...Much has changed since college!,conscientiousness
Scouty is going to the Doctor...,extraversion
Scouty is going to the Doctor...,conscientiousness
Holiday is over....crap....,extraversion
Holiday is over....crap....,conscientiousness
So apperently the owners at my school have decided that they want to make things as complicated as possible...enter new and stupidly expensive computer program!,extraversion
So apperently the owners at my school have decided that they want to make things as complicated as possible...enter new and stupidly expensive computer program!,conscientiousness
Happy Brithday *PROPNAME*!!  Have a stadium dog for me!,extraversion
Happy Brithday *PROPNAME*!!  Have a stadium dog for me!,conscientiousness
"Back in the ATL, but still just as foggy...luckly work is falling into place without me even doing anything...",extraversion
"Back in the ATL, but still just as foggy...luckly work is falling into place without me even doing anything...",conscientiousness
Getting ready for my suprize trip to MI...I wish it was under better circumstances,extraversion
Getting ready for my suprize trip to MI...I wish it was under better circumstances,conscientiousness
"wow, nothing like losing to a MAC team to make me cry...I would like to thank pete for ruining the game for me as well...jurk...",extraversion
"wow, nothing like losing to a MAC team to make me cry...I would like to thank pete for ruining the game for me as well...jurk...",conscientiousness
"I would give my left ear to be able to watch the big ten network I ordered, thanks for ruinung my game day comcast...",extraversion
"I would give my left ear to be able to watch the big ten network I ordered, thanks for ruinung my game day comcast...",conscientiousness
"At home, trying to remember who I am related to and witch kids belong to witch cousin....and craving polish food.  In another devolopment, I thought I would be able to escape country music in the north, but in reality it is worse...",extraversion
"At home, trying to remember who I am related to and witch kids belong to witch cousin....and craving polish food.  In another devolopment, I thought I would be able to escape country music in the north, but in reality it is worse...",conscientiousness
Even though my own sister is a blood traider....GO GREEN!!  GO ND!!!,extraversion
Even though my own sister is a blood traider....GO GREEN!!  GO ND!!!,conscientiousness
I have a slash in my convertable top.  2 days before I leave for my beach vacation.  Someone is a serious asshole.,extraversion
I have a slash in my convertable top.  2 days before I leave for my beach vacation.  Someone is a serious asshole.,conscientiousness
"Breaking News: At the Atlanta Zoo, an old guy with a long white beard was caught try to lure 2 of each animal out of the exhibits.  It is also reported that he arrived in a large wooden boat...",extraversion
"Breaking News: At the Atlanta Zoo, an old guy with a long white beard was caught try to lure 2 of each animal out of the exhibits.  It is also reported that he arrived in a large wooden boat...",conscientiousness
I am glad to say that my parents arrived in Michigan safely...even if thier bags are lost...,extraversion
I am glad to say that my parents arrived in Michigan safely...even if thier bags are lost...,conscientiousness
"What do *PROPNAME* and the Miami Dolphins have in common? They make 70,000 people stand up and yell ""Jesus Christ""...",extraversion
"What do *PROPNAME* and the Miami Dolphins have in common? They make 70,000 people stand up and yell ""Jesus Christ""...",conscientiousness
"What is this world coming to when a complete ahole douchebag like *PROPNAME* is making an apolgy tour, but still as not called the girl to personally say I am sorry?  This is the role models for kids?  In a realted note, we will be out of the recession when the Americans who want to work can, not one moment before...I am feeling feisty today...",extraversion
"What is this world coming to when a complete ahole douchebag like *PROPNAME* is making an apolgy tour, but still as not called the girl to personally say I am sorry?  This is the role models for kids?  In a realted note, we will be out of the recession when the Americans who want to work can, not one moment before...I am feeling feisty today...",conscientiousness
One of my prospective students just asked me out...is it 3 yet?  This week has been crazy...,extraversion
One of my prospective students just asked me out...is it 3 yet?  This week has been crazy...,conscientiousness
"*PROPNAME* is terrified of the half deflated mylar balloon outside of our condo, when we went for a walk she barked at it and then peed all over herself when I grabbed it to toss it out.  She is such a frady pup!",extraversion
"*PROPNAME* is terrified of the half deflated mylar balloon outside of our condo, when we went for a walk she barked at it and then peed all over herself when I grabbed it to toss it out.  She is such a frady pup!",conscientiousness
"The guy next to me getting a mani//pedi tonight reminded me of someone my dad would golf with...kinda reminded me of home until he started singing along with the radio to Ace of Base, Madonna, and Cher.  It was so hard not to laugh!! So Atlanta!",extraversion
"The guy next to me getting a mani//pedi tonight reminded me of someone my dad would golf with...kinda reminded me of home until he started singing along with the radio to Ace of Base, Madonna, and Cher.  It was so hard not to laugh!! So Atlanta!",conscientiousness
